scene,item,vector
scene_1,item_2356,"[-0.30258298005156714, -0.576924881964988, 0.29854854031754624, 0.49421886741755977, 0.08068879468041788, 0.28241078138146264, -0.11094709268557464, -0.2582041429773373, -0.18154978803094027, 0.20979086616908663]"
scene_2,item_2357,"[0.5153300201854825, -0.4439740715959915, 0.22551063954082104, 0.2396050545121224, -0.10570811228475986, 0.1644348413318487, -0.2818882994260264, 0.5543803222045185, 0.0634248673708559, 0.004698138323767089]"
scene_0,item_2358,"[0.3446592619576661, -0.19802576898433394, 0.39940790693450395, -0.4917080534949986, 0.4178679362466029, 0.35913147934447004, -0.14264568104803713, 0.026850951726689366, 0.06712737931672338, -0.3339587121006987]"
scene_1,item_2359,"[0.12213011619101953, 0.1964069527050301, -0.026876740896477767, -0.32252089075773366, -0.5333999347147134, 0.36180228129873965, 0.5023883106033928, 0.13851858769723174, -0.21294648556440107, -0.3307906571874191]"
scene_2,item_2360,"[0.37800397531964386, 0.18865058809600482, 0.35675507253798944, 0.29511676157592837, -0.07471310419643758, -0.12888010473885483, 0.28764545115628465, 0.09712703545536881, -0.6593431445335616, 0.24094976103351115]"
scene_0,item_2361,"[0.5657844046399928, -0.3136831903276151, 0.03656429825904719, -0.6908727934209437, -0.03271542475809487, 0.18089705454475957, -0.12893726228190314, 0.050035355512380274, 0.22131022630475905, 0.030790988007618602]"
scene_1,item_2362,"[0.43590259595779823, -0.32443597969595245, 0.3438632838693628, 0.10490744253641579, -0.05439645168554892, -0.06799556460693618, -0.1826166592300571, 0.4040879268069348, 0.03885460834682068, 0.6080746206277432]"
scene_2,item_2363,"[0.2536967127369975, 0.7586967729964926, 0.04308057386099956, 0.2776303648819972, -0.414052182108496, 0.27523699966749726, -0.03590047821749966, -0.1412085476554986, 0.09812797379449907, 0.05504739993349947]"
scene_0,item_2364,"[0.022941498853392795, -0.6117733027571415, -0.16059049197374956, -0.22941498853392805, 0.18608104625529717, 0.4664771433523204, -0.38745642507952294, 0.19372821253976147, 0.04588299770678566, -0.32373003937565403]"
scene_1,item_2365,"[0.26293870518634893, -0.05912520791652603, -0.015328757607988203, 0.48833042094019635, -0.24744994424323857, -0.36351053756086366, 0.4970897110019039, -0.4182561004465359, 0.16204686614158983, 0.21679242902726203]"
scene_2,item_2366,"[-0.050732882445046444, 0.1935365515496216, -0.4810228854048847, 0.45659594200541787, -0.10710275182843136, 0.6801964238928447, -0.04321689986059512, -0.144682664750688, -0.13340869087401094, -0.07328083019840036]"
scene_0,item_2367,"[0.446710678315477, 0.5154785688928254, -0.1339929001709179, 0.23172889794264626, -0.2269997367601433, 0.10877070719756868, 0.43823560291194325, -0.3499579275052209, -0.27271496152433883, -0.10404154601506567]"
scene_1,item_2368,"[0.46718407105520465, 0.32046419731133235, -0.4977422639090907, 0.35796532678393517, -0.2829630678387297, 0.07500225894520543, 0.09204822688729762, -0.11079879162359901, 0.25228032554296376, 0.364783713960772]"
scene_2,item_2369,"[-0.5852207056328886, 0.053562573057925354, -0.4007273984333678, 0.06546536707079774, -0.021821789023599273, 0.20829889522526546, 0.32534303635184325, 0.3709704134011871, 0.4384195794741301, 0.10117374910941462]"
scene_0,item_2370,"[-0.22900596923520036, 0.00711023964673719, 0.0, 0.23937806810681952, -0.4195041391574957, -0.04977167752716053, 0.1801260710506761, 0.34366158292563204, -0.7418350031429162, -0.10428351481881248]"
scene_1,item_2371,"[0.2314900957842851, -0.3594188329282322, -0.21930640653248068, 0.35789587177175664, 0.5391282493923483, -0.09137766938853362, -0.03198218428598675, 0.38987805605774334, -0.16904868836878717, 0.40053878415307226]"
scene_2,item_2372,"[0.35378679312991723, 0.13063292295562234, 0.25698279925696205, 0.5974850082724369, -0.11135921301135022, -0.027839803252837518, 0.19487862276986287, 0.31266240576263715, 0.28910564916408227, 0.4497198986996836]"
scene_0,item_2373,"[0.11138979670567951, 0.3185748185782434, -0.27624669583008526, 0.5368988201213752, -0.42328122748158226, -0.07574506175986206, -0.42105343154746866, 0.0935674292327708, 0.21164061374079107, -0.3252582063805842]"
scene_1,item_2374,"[0.565614509365718, 0.3122663437123235, -0.023567271223571638, 0.051062420984405055, -0.12765605246101272, -0.09819696343154828, -0.3358336149358951, 0.3338696756672641, 0.5204439061872057, 0.24156453004160872]"
scene_2,item_2375,"[0.13957638876496484, 0.10510097933387137, 0.4826065377575727, 0.5748380094179089, -0.13727474851770952, -0.21234687661333201, -0.4204039173354855, 0.3603462148589876, 0.18660786126626147, 0.027883933292659747]"
scene_0,item_2376,"[0.15880210766923752, -0.4076710823747592, 0.7157945748673097, 0.17065301122664334, 0.01896144569184923, 0.07347560205591587, -0.03318252996073623, -0.43611325091253306, 0.165912649803681, -0.20620572189886074]"
scene_1,item_2377,"[0.41596586986151723, 0.25620498212344006, -0.7784689841442988, 0.23978158583347597, 0.022992754805949717, 0.0, 0.24799328397845805, -0.04105849072491027, 0.18229969881860156, -0.02956211332193536]"
scene_2,item_2378,"[0.11376579819890782, 0.2844144954972696, 0.4234615821848235, -0.3634185220242889, 0.41398109900158125, 0.05688289909945389, -0.2401722406421387, 0.48666480340643903, 0.27177385125294645, -0.2275315963978157]"
scene_0,item_2379,"[0.06659362729478727, -0.07399291921643027, 0.11838867074628842, 0.051795043451501106, 0.5882437077706207, -0.018498229804107657, 0.49575255875008273, 0.03329681364739356, -0.5845440618097991, -0.19608123592354018]"
scene_1,item_2380,"[0.6262805436765961, 0.1455534111460609, 0.2683641018005498, 0.3434150794227374, 0.3070267266362222, 0.2228786608174058, -0.08414806581881645, 0.3979976086025102, 0.1569247713918469, -0.2501699254072922]"
scene_2,item_2381,"[0.3702035957977101, 0.2929504362419165, -0.09691593379431823, 0.09471329893535646, 0.6057245862144892, 0.4096900837668908, -0.2378845647678721, -0.29735570595984007, 0.07488958520470049, -0.2709240876522988]"
scene_0,item_2382,"[0.04507118067253973, 0.426127526358557, 0.4507118067253968, 0.07375284110051948, -0.10448319155906931, 0.6965546103937951, -0.12292140183419911, 0.11677533174248915, 0.22125852330155843, 0.1843821027512987]"
scene_1,item_2383,"[0.1416107819901722, 0.33816932401614574, -0.22732493447752017, 0.38513728568505484, -0.7308214835682262, -0.10332951567160009, 0.2498695560785966, -0.054482835535934616, 0.2254462160107638, 0.06763386480322918]"
scene_2,item_2384,"[-0.12242756954615773, 0.4246706318632346, 0.33284995470361634, -0.4533645934756154, -0.034432753934856876, -0.14729566961022098, -0.5317947552161227, -0.3672827086384732, -0.2123353159316173, 0.051649130902285297]"
scene_0,item_2385,"[0.31725172591616696, -0.052179560183580095, -0.22959006480775246, 0.002087182407343197, 0.5656264323900083, -0.3402107323969423, -0.010435912036716044, 0.3986518398025521, -0.4821391360962802, 0.1294053092552787]"
scene_1,item_2386,"[0.5691479669038598, -0.145256562407012, 0.18470896207311402, 0.012553036257396082, 0.41066361470624385, 0.4770153777810518, 0.12373707168004724, 0.08069809022611776, -0.4501160143723459, 0.008966454469568638]"
scene_2,item_2387,"[-0.004801089024459895, 0.30547951654417166, 0.05340550988534469, 0.21362203954137876, -0.2798448717992062, 0.029907085535793045, 0.7177700528590327, -0.3439314836616199, 0.2862535329854476, -0.2520740066588269]"
scene_0,item_2388,"[0.09285217172757726, 0.07892434596844057, 0.3969430341353925, -0.15784869193688128, 0.6313947677475249, 0.2739139065963527, 0.3574808611511723, -0.16945521340282838, -0.41319216418771854, 0.04178347727740979]"
scene_1,item_2389,"[0.5672023900061206, -0.4261818157444243, 0.3939495775788796, -0.20950954807604055, -0.17011459031815263, 0.39036821778270797, -0.10744079388514897, -0.2882994635918165, 0.0035813597961716456, -0.14683575164303697]"
scene_2,item_2390,"[0.2619565188265128, -0.3499419144628987, 0.16397278277690103, 0.0059990042479353845, 0.2639561869091579, 0.18196979552070736, -0.20996514867773922, -0.7298788501654743, 0.31994689322322173, -0.0059990042479353845]"
scene_0,item_2391,"[-0.16119821561839232, -0.2888134696496195, -0.0973905886027786, -0.07724081165047963, 0.5608354585056564, 0.4298619083157127, 0.1376901425073767, 0.1712731040945418, -0.43993679679186226, 0.36605428130009915]"
scene_1,item_2392,"[-0.05932237825784184, 0.002446538991864308, -0.39389277769014375, -0.13211310556066935, 0.13945272253626217, -0.44282355752742875, -0.5871693580474194, -0.4868612593809852, 0.1370061835443978, -0.08807540370711295]"
scene_2,item_2393,"[0.3807874818492847, -0.21097684805163075, -0.0077186651726206075, 0.2830177229960899, 0.6123474370279037, 0.07461376333533283, -0.21869551322425135, 0.15437330345241274, 0.5248692317382032, 0.05145776781747086]"
scene_0,item_2394,"[-0.498666058706411, 0.0788929814209523, 0.18145385726819027, -0.41287326943631697, -0.2708659028786029, -0.04207625675784122, -0.5680294662308565, -0.344499352204825, 0.15515619679453946, -0.03418695861574602]"
scene_1,item_2395,"[0.4139428542319549, -0.07130572162112885, 0.05033345055609097, 0.5243067766259475, 0.30829238465605713, -0.24118111724793584, 0.40686205866173536, -0.2873201135910193, 0.3775008791706822, 0.048236223449587154]"
scene_2,item_2396,"[0.21282811606052193, 0.6144700171817247, 0.2204289267985235, 0.10728841569839634, 0.0, 0.4174494719901241, 0.2399359114709592, -0.044866064746602076, -0.3199145486279456, -0.4252522658590984]"
scene_0,item_2397,"[0.5273477043869119, -0.5815891825524229, 0.1356036954137774, -0.2079256663011253, -0.2742208062811943, 0.2531268981057177, -0.03314756999003452, 0.09944270997010339, -0.0934158790628244, -0.4037976707876927]"
scene_1,item_2398,"[-3.580110840083513e-17, 0.3515530403926243, -0.29591155198515867, 0.16186614809444572, -0.5007733956671916, 0.012645792819878529, -0.5336524569988758, -0.03540821989566006, 0.42489863874792017, -0.21244931937396003]"
scene_2,item_2399,"[-0.03126552255838823, 0.09663888790774523, -0.5116176418645338, -0.44055963605001525, 0.3979248325613042, 0.13643137116387571, 0.5286715632600183, -0.15064297232677942, -0.21885865790871722, 0.08242728674484157]"
scene_0,item_2400,"[-0.14551553478952062, 0.6540711289660004, -0.4539448880137167, -0.09518199264803744, -0.25625921097548526, -0.3367978201392093, 0.29286766968626887, 0.10006312047614194, 0.051251842195097014, -0.24161582749117186]"
scene_1,item_2401,"[-0.2931900919638529, 0.27427460215973326, -0.04255985205926891, 0.21752813274737462, 0.6927798140758781, 0.08275526789302295, -0.10639963014817243, -0.3617587425037862, -0.10167075769714243, 0.3877675409844505]"
scene_2,item_2402,"[-0.33904240794435214, -0.06568946653921824, -0.5975622440019207, 0.32420930259678665, 0.2775909715044383, -0.2182585501141767, 0.41320793468217915, 0.21190150496522006, 0.033904240794435214, -0.27759097150443834]"
scene_0,item_2403,"[0.3519242768330444, 0.028820227545562103, 0.21795297081331363, 0.3224262956659763, 0.5115590389337278, -0.162113779943787, -0.10627458907426038, -0.023416434880769273, 0.14049860928461544, 0.6358462702239644]"
scene_1,item_2404,"[0.5027734615057419, -0.18757317602329596, 0.06961478697771814, 0.04060862573700225, 0.24558549850472775, 0.26492293933187167, -0.054144834316003, -0.38674881654287835, 0.20497687276772555, -0.616864362385891]"
scene_2,item_2405,"[0.03661551373271165, 0.6021797004365735, 0.29688859649431076, -0.12043594008731477, 0.34730364118202384, 0.26888023833447, 0.526557133405004, 0.1904568354869163, 0.1316392833512509, -0.09802925355944218]"
scene_0,item_2406,"[0.8612949123227408, 0.3422419448000721, 0.08902247119077017, -0.14837078531795037, 0.07121797695261614, -0.22750187082085718, -0.1543056167306684, -0.04352209702659878, 0.14243595390523234, 0.09100074832834293]"
scene_1,item_2407,"[0.11216062521287591, -0.12745525592372267, 0.2039284094779562, 0.18863377876710946, -0.6270798591447154, 0.39001308312659116, 0.24981230161049633, -0.06882583819881022, -0.11725883544982484, -0.5174683390503139]"
scene_2,item_2408,"[-0.475455959492714, 0.11127692668978409, 0.5462685492043948, 0.06828356865054933, 0.22002483231843678, -0.32877273794708944, -0.03540629485584045, -0.28577937990785474, -0.46786889630931966, -0.012645105305657314]"
scene_0,item_2409,"[0.366636555987727, 0.24967055027962406, 0.12159280046085588, 0.03404598412903964, 0.2577767369770145, -0.6160701890016698, -0.29182272110605406, -0.13294146183720246, 0.4863712018434234, -0.04377340816590814]"
scene_1,item_2410,"[0.20341972458146707, -0.5604514761543841, 0.2678462878006896, 0.23633495982413788, 0.15755663988275861, 0.1733123038710344, 0.26559547865950733, -0.3511262260244335, 0.4524126373776354, -0.25209062381241376]"
scene_2,item_2411,"[0.660068322041951, 0.2913896132779198, 0.04285141371734116, -0.2506807702464458, 0.036423701659739974, -0.2549659116181799, 0.3406687390528622, -0.1992590737856364, -0.16926308418349761, 0.4049458596288739]"
scene_0,item_2412,"[-0.014162671935474476, 0.25695133368646583, 0.40464776958498555, -0.6231575651608778, 0.21648655672796735, 0.1598358689860693, -0.20232388479249278, 0.052604210046048115, -0.4026245307370606, -0.3216949768200636]"
scene_1,item_2413,"[0.11851149421772424, 0.33578256695021874, 0.13497142397018608, 0.19751915702954043, 0.0921756066137856, -0.13167943801969356, 0.35224249670268043, -0.16130731157412476, 0.7769086843161925, -0.19093518512855576]"
scene_2,item_2414,"[0.04335637885346079, -0.4070682236797157, 0.1541560137011941, 0.1878776416983303, 0.34685103082768676, -0.2866338379756578, -0.48414623053031275, -0.21437320655322303, -0.5275026093837736, 0.11079963484773325]"
scene_0,item_2415,"[0.6863138891632525, -0.21503936059512904, 0.04496277539716337, 0.2815060720518052, 0.4183493015214328, 0.160302068807278, 0.027368645893925493, 0.20721974748257885, -0.26000213599229227, -0.2991002015550431]"
scene_1,item_2416,"[-0.18455336763139057, 0.14260942044243816, 0.43118377710243067, 0.49997185049231263, -0.2600524725715049, -0.22985283059545916, 0.09563219959081147, -0.48822754527940593, 0.0419439471889524, -0.3741400089254554]"
scene_2,item_2417,"[-0.3393909934254858, -0.6213725650775063, 0.052343884558159526, 0.1975559513969245, 0.18911338937141497, -0.5673401681142448, 0.09455669468570747, 0.14014652962345928, -0.2600309103856956, -0.05572090936836335]"
scene_0,item_2418,"[0.05464233033597817, -0.5744828783971756, 0.46224457824759874, 0.023629115820963498, 0.09747010276147454, 0.39431087026232875, 0.05907278955240879, 0.1417746949257811, 0.5065491704119055, -0.08713236458980297]"
scene_1,item_2419,"[0.20256131326974058, -0.11667216655275209, 0.11235097519894643, 0.5120611754259674, 0.1317963362910718, -0.5963244068251772, -0.15124169738319718, -0.13827812332178022, -0.21389897201337876, 0.458046283503397]"
scene_2,item_2420,"[0.657700995094252, -0.12850095640815448, 0.23071762627827733, -0.07009143076808434, 0.005840952564007001, -0.28328619935434063, 0.25992238909831245, 0.3621390589684354, 0.41178715576249497, 0.21027429230425274]"
scene_0,item_2421,"[0.3371676671140724, -0.2952495247161066, 0.22052587957190684, -0.4629220943079696, -0.06925606135316083, -0.5212429880790524, 0.2150582957808678, -0.43376164742242823, -0.13851212270632166, 0.0783687010048925]"
scene_1,item_2422,"[0.46067562419070124, 0.06525300555696156, 0.28370871981287643, 0.326265027784808, -0.43123725411557234, 0.09362387753824931, -0.20427027826527114, -0.3291021149829368, 0.4369114285118297, -0.2468265862372026]"
scene_2,item_2423,"[0.3797411678858427, -0.37550277577786073, 0.17996446396726962, 0.4256851743841185, -0.0865213769073412, 0.036338978301083284, 0.48278928314296377, 0.3339725148623369, -0.3339725148623369, 0.19034702919615057]"
scene_0,item_2424,"[0.5523931874241024, 0.33909284772568665, 0.4758238347118507, -0.14220022646561056, 0.13126174750671746, 0.1066501698492079, 0.19689262126007603, -0.5113738913282533, -0.008203859219169886, -0.06563087375335867]"
scene_1,item_2425,"[-0.284210434503965, -0.25714277407501596, -0.3151449035656211, 0.24940915680960202, -0.04253489495977704, 0.4234155452814173, 0.3112780949329141, -0.48335107908837593, -0.17013957983910835, -0.3886142675870542]"
scene_2,item_2426,"[0.7620551080792092, 0.03627862872356197, 0.25674106481290043, 0.29860102103239505, -0.008371991243898898, -0.12837053240645016, -0.0781385849430567, -0.38790226096731706, 0.12837053240645024, 0.270694383552732]"
